a,b,country_a,country_b,same_country,n_items,score,items,opposing
'Ndrangheta,Clan Nuvoletta,Italy,Italy,True,4,4,"['Clan Fabbrocino', 'Clan Licciardi', 'Clan dei Casalesi', 'Corleonesi']",['Clan dei Casalesi']
'Ndrina Giuliano,Mallardo clan,Italy,Italy,True,4,4,"['Clan Cappello', 'Clan Di Lauro', 'Clan Licciardi', 'Clan dei Casalesi']",['Clan Licciardi']
'Ndrina Ierinò,Los Zetas,Italy,Mexico,False,3,4,"[""Aquino 'ndrina"", ""Commisso 'ndrina"", 'Gulf Cartel']",['Gulf Cartel']
Camorra,Martinez Familia Sangeros,Italy,Puerto Rico,False,3,4,"['American Mafia', 'Cali Cartel', 'Gulf Cartel']",['Gulf Cartel']
Juárez Cartel,Martinez Familia Sangeros,Mexico,Puerto Rico,False,3,4,"['Cali Cartel', 'Guadalajara Cartel', 'Gulf Cartel']",['Gulf Cartel']
Big Circle Gang,Cuntrera-Caruana Mafia clan,China,Italy,False,3,4,"[""'Ndrangheta"", 'Cali Cartel', 'Rizzuto crime family']",[]
Big Circle Gang,Hells Angels Motorcycle Club,China,United States,False,3,4,"[""'Ndrangheta"", 'American Mafia', 'Rizzuto crime family']",[]
Big Circle Gang,West End Gang,China,Canada,False,3,4,"['American Mafia', 'Cali Cartel', 'Rizzuto crime family']",[]
Camorra,Cuntrera-Caruana Mafia clan,Italy,Italy,True,3,4,"[""'Ndrangheta"", 'Cali Cartel', 'Corleonesi']",[]
Camorra,Gambino crime family,Italy,United States,False,3,4,"[""'Ndrangheta"", 'Corleonesi', 'Sicilian Mafia']",[]
Gambino crime family,Greco Mafia clan,United States,Italy,False,3,4,"['Corleonesi', 'Inzerillo Mafia clan', 'Sicilian Mafia']",[]
Camorra,Hells Angels Motorcycle Club,Italy,United States,False,3,4,"[""'Ndrangheta"", 'American Mafia', 'Kinahan Organised Crime Group']",[]
Banda della Magliana,Polverino clan,Italy,Italy,True,3,4,"[""'Ndrangheta"", 'Clan Lubrano-Ligato', 'Sicilian Mafia']",[]
Bonanno crime family,Solntsevskaya Bratva,United States,Russia,False,3,4,"['Cuntrera-Caruana Mafia clan', 'Genovese crime family', 'Sicilian Mafia']",['Genovese crime family']
116th Street Crew,Chicago Outfit,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Lucchese crime family']",[]
116th Street Crew,DeCavalcante crime family,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Lucchese crime family']",['Gambino crime family']
116th Street Crew,Greenwich Village Crew,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Lucchese crime family']",[]
Aryan Brotherhood,Pagan's Motorcycle Club,United States,United States,True,4,4,"['American Mafia', 'Gambino crime family', 'Philadelphia crime family', 'The Covenant, the Sword, and the Arm of the Lord']",[]
Chicago Outfit,Greenwich Village Crew,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Lucchese crime family']",[]
Chicago Outfit,Lucchese crime family Brooklyn faction,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Genovese crime family']",[]
Chicago Outfit,Pagan's Motorcycle Club,United States,United States,True,4,4,"['Gambino crime family', 'Genovese crime family', 'Outlaws Motorcycle Club', 'Pittsburgh crime family']",['Outlaws Motorcycle Club']
DeCavalcante crime family,Greenwich Village Crew,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Lucchese crime family']",['Gambino crime family']
DeCavalcante crime family,Lucchese crime family Brooklyn faction,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Genovese crime family']",['Gambino crime family']
DeCavalcante crime family,Pagan's Motorcycle Club,United States,United States,True,3,4,"['Gambino crime family', 'Genovese crime family', 'Philadelphia crime family']",['Gambino crime family']
Detroit Partnership,Lucchese crime family Brooklyn faction,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Genovese crime family']",[]
Lucchese crime family Brooklyn faction,Patriarca crime family,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Gambino crime family', 'Genovese crime family']",[]
New Orleans crime family,Sicilian Mafia,United States,Italy,False,3,4,"['Buffalo crime family', 'Detroit Partnership', 'Gambino crime family']",[]
Pagan's Motorcycle Club,Patriarca crime family,United States,United States,True,3,4,"['Gambino crime family', 'Genovese crime family', 'Philadelphia crime family']",[]
Pagan's Motorcycle Club,Trafficante crime family,United States,United States,True,3,4,"['Gambino crime family', 'Genovese crime family', 'Pittsburgh crime family']",[]
Cártel de Jalisco Nueva Generación,La Empresa,Mexico,Colombia,False,3,4,"['La Línea', 'Los Mexicles', 'Tren de Aragua']",[]
Aryan Brotherhood,Outlaws Motorcycle Club,United States,United States,True,3,4,"['American Mafia', 'Aryan Nations', 'Chicago Outfit']",[]
Big Circle Gang,Sinaloa Cartel,China,Mexico,False,4,4,"[""'Ndrangheta"", 'American Mafia', 'Cali Cartel', 'Mara Salvatrucha']",[]
Latin Kings,Outlaws Motorcycle Club,United States,United States,True,3,4,"['American Mafia', 'Genovese crime family', ""Pagan's Motorcycle Club""]","[""Pagan's Motorcycle Club""]"
American Mafia,Nuestra Familia,United States,United States,True,3,4,"['Bloods', 'Crips', 'Latin Kings']",[]
Black Guerrilla Family,People Nation,United States,United States,True,3,4,"['Almighty Black P. Stone Nation', 'Bloods', 'Norteños']",[]
Kumi 415,Norteños,United States,United States,True,3,4,"['Black Guerrilla Family', 'Bloods', 'Crips']",[]
Kumi 415,Nuestra Familia,United States,United States,True,3,4,"['Black Guerrilla Family', 'Bloods', 'Crips']",[]
Nuestra Familia,People Nation,United States,United States,True,3,4,"['Bloods', 'Latin Kings', 'Norteños']",[]
Sinaloa Cartel,Tambovskaya Bratva,Mexico,Russia,False,3,4,"['Cali Cartel', 'Chechen mafia', 'Yakuza']",[]
Alfieri clan,Clan Fabbrocino,Italy,Italy,True,3,4,"['Clan Cava', 'Clan Nuvoletta', 'Nuova Famiglia']",['Clan Nuvoletta']
Alfieri clan,Contini clan,Italy,Italy,True,3,4,"['Cesarano clan', 'Moccia clan', 'Nuova Famiglia']",['Moccia clan']
Clan D'Alessandro,Contini clan,Italy,Italy,True,3,4,"['Cesarano clan', 'Clan Di Lauro', 'Nuova Famiglia']",[]
Clan Fabbrocino,Moccia clan,Italy,Italy,True,3,4,"['Clan Cava', 'Clan Russo dei Quartieri Spagnoli', 'Nuova Famiglia']",['Clan Russo dei Quartieri Spagnoli']
Gambino crime family,St. Louis crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Cleveland crime family', 'Detroit Partnership']",[]
Genovese crime family,St. Louis crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Cleveland crime family', 'Detroit Partnership']",[]
Hells Angels Motorcycle Club,Winter Hill Gang,United States,United States,True,3,4,"['Genovese crime family', 'Patriarca crime family', 'West End Gang']",['Patriarca crime family']
'Ndrina Barbaro,'Ndrina Morabito,Italy,Italy,True,4,4,"[""'Ndrina Cataldo"", ""'Ndrina Lo Presti"", ""'Ndrina Mancuso"", ""'Ndrina Mazzaferro""]",[]
'Ndrina Barbaro,'Ndrina Pesce,Italy,Italy,True,4,4,"[""'Ndrina Cataldo"", ""'Ndrina Mancuso"", ""'Ndrina Mazzaferro"", ""'Ndrina Serraino""]",[]
'Ndrina De Stefano,'Ndrina Pesce,Italy,Italy,True,4,4,"[""'Ndrina Alvaro"", ""'Ndrina Cataldo"", ""'Ndrina Mancuso"", ""'Ndrina Mazzaferro""]",[]
'Ndrina Piromalli,'Ndrina Varone,Italy,,,3,4,"[""'Ndrina Bellocco"", ""'Ndrina Mammoliti"", ""'Ndrina Mancuso""]","[""'Ndrina Mammoliti""]"
'Ndrina Alvaro,'Ndrina Cataldo,Italy,Italy,True,4,4,"[""'Ndrina De Stefano"", ""'Ndrina Lo Presti"", ""'Ndrina Pesce"", ""Commisso 'ndrina""]",[]
'Ndrina Alvaro,'Ndrina Mazzaferro,Italy,Italy,True,4,4,"[""'Ndrina De Stefano"", ""'Ndrina Lo Presti"", ""'Ndrina Pesce"", ""Commisso 'ndrina""]",[]
'Ndrina Codispoti,'Ndrina Mammoliti,Italy,Italy,True,3,4,"[""'Ndrina De Stefano"", ""'Ndrina La Maggiore"", ""'Ndrina Romeo""]","[""'Ndrina De Stefano""]"
'Ndrina Libri,'Ndrina Rosmini,Italy,Italy,True,3,4,"[""'Ndrina Condello"", ""'Ndrina De Stefano"", ""Latella 'ndrina""]","[""'Ndrina De Stefano""]"
'Ndrina Mazzaferro,Camorra,Italy,Italy,True,3,4,"[""'Ndrina Bruzzaniti"", ""'Ndrina De Stefano"", ""'Ndrina Morabito""]",[]
'Ndrina Codispoti,'Ndrina Giorgi,Italy,Italy,True,4,4,"[""'Ndrina La Maggiore"", ""'Ndrina Morabito"", ""'Ndrina Nirta Scalzone"", ""'Ndrina Romeo""]",[]
'Ndrina Mancuso,'Ndrina Serraino,Italy,Italy,True,4,4,"[""'Ndrina Barbaro"", ""'Ndrina Paviglianiti"", ""'Ndrina Pesce"", ""'Ndrina Piromalli""]",[]
'Ndrina Mazzaferro,Gulf Cartel,Italy,Mexico,False,3,4,"[""'Ndrina Ierinò"", ""'Ndrina Pesce"", ""Commisso 'ndrina""]","[""'Ndrina Ierinò""]"
Haqqani network,Lashkar-e-Taiba,,Pakistan,,3,4,"['Al-Qaeda', 'Islamic State – Khorasan Province', 'Taliban']",[]
Harkat-ul-Jihad al-Islami,Taliban,,Afghanistan,,3,4,"['Al-Qaeda', 'Lashkar-e-Taiba', 'Tehreek-e-Taliban Pakistan']",['Tehreek-e-Taliban Pakistan']
Cartel del Norte del Valle,Martinez Familia Sangeros,Colombia,Puerto Rico,False,3,4,"['Cali Cartel', 'Guadalajara Cartel', 'Los Pepes']",['Cali Cartel']
'Ndrina Cordì,'Ndrina Lo Presti,Italy,Italy,True,3,4,"[""'Ndrina Cataldo"", ""Aquino 'ndrina"", ""Commisso 'ndrina""]","[""'Ndrina Cataldo""]"
'Ndrina Costa,Aquino 'ndrina,Italy,Italy,True,4,4,"[""'Ndrina Ierinò"", ""'Ndrina Piromalli"", ""'Ndrina Ursino"", ""Commisso 'ndrina""]","[""Commisso 'ndrina""]"
Buffalo crime family,Dallas crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Genovese crime family', 'New Orleans crime family']",['Chicago Outfit']
Dallas crime family,Outlaws Motorcycle Club,United States,United States,True,3,4,"['Chicago Outfit', 'Genovese crime family', 'New Orleans crime family']",[]
Detroit Partnership,Lucchese crime family New Jersey faction,United States,United States,True,4,4,"['Bonanno crime family', 'Colombo crime family', 'Genovese crime family', 'Philadelphia crime family']",['Philadelphia crime family']
Colorado crime family,Genovese crime family,United States,United States,True,4,4,"['Bonanno crime family', 'Chicago Outfit', 'Los Angeles crime family', 'New Orleans crime family']",['Bonanno crime family']
Colorado crime family,Patriarca crime family,United States,United States,True,3,4,"['Bonanno crime family', 'Chicago Outfit', 'Los Angeles crime family']",[]
Colorado crime family,San Francisco crime family,United States,United States,True,3,4,"['Bonanno crime family', 'Chicago Outfit', 'Los Angeles crime family']",[]
New Orleans crime family,San Jose crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Dallas crime family', 'Los Angeles crime family']",['Chicago Outfit']
Pittsburgh crime family,San Francisco crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Detroit Partnership', 'San Jose crime family']",[]
Detroit Partnership,Rochester crime family,United States,United States,True,3,4,"['Bonanno crime family', 'Buffalo crime family', 'Pittsburgh crime family']",['Buffalo crime family']
18th Street Gang,Guerreros Unidos,United States,Mexico,False,4,4,"['Beltrán-Leyva Organization', 'Juárez Cartel', 'La Familia Michoacana', 'Tijuana Cartel']",['La Familia Michoacana']
'Ndrina Ierinò,'Ndrina Morabito,Italy,Italy,True,4,4,"[""'Ndrina Cataldo"", ""'Ndrina Lo Presti"", ""'Ndrina Mazzaferro"", ""Aquino 'ndrina""]","[""'Ndrina Mazzaferro""]"
Bonanno crime family,St. Louis crime family,United States,United States,True,4,4,"['Chicago Outfit', 'Colorado crime family', 'Detroit Partnership', 'Milwaukee crime family']",[]
'Ndrina Belfiore,Aquino 'ndrina,Italy,Italy,True,3,4,"[""'Ndrina Lo Presti"", ""'Ndrina Piromalli"", ""'Ndrina Ursino""]",[]
Cesarano clan,Clan Di Lauro,Italy,Italy,True,3,4,"[""Clan D'Alessandro"", 'Contini clan', 'Mallardo clan']",[]
Aprea-Cuccaro clan,Clan Marfella,Italy,,,3,4,"['Clan De Luca Bossa', 'Clan Sarno', 'Secondigliano Alliance']",['Clan Sarno']
Clan Licciardi,Rinaldi clan,Italy,Italy,True,3,4,"[""'Ndrina Giuliano"", 'Contini clan', 'Secondigliano Alliance']","[""'Ndrina Giuliano""]"
Kansas City crime family,Outlaws Motorcycle Club,United States,United States,True,3,4,"['Chicago Outfit', 'New Orleans crime family', 'Pittsburgh crime family']",[]
Kansas City crime family,Trafficante crime family,United States,United States,True,4,4,"['Chicago Outfit', 'Dallas crime family', 'New Orleans crime family', 'Pittsburgh crime family']",[]
Bonanno crime family,Kansas City crime family,United States,United States,True,3,4,"['Chicago Outfit', 'Colorado crime family', 'Milwaukee crime family']",[]
Black Disciples,Crips,United States,United States,True,4,4,"['Black Gangster Disciples Nation', 'Black Guerrilla Family', 'La Raza Nation', 'Supreme Team']",['Black Gangster Disciples Nation']
'Ndrangheta,Los Charlines,Italy,Spain,False,3,3,"['Clan del Golfo', 'Nuova Camorra Organizzata', 'Sinaloa Cartel']",[]
'Ndrangheta,Los Huistas,Italy,Guatemala,False,3,3,"['Cártel de Jalisco Nueva Generación', 'Gulf Cartel', 'Sinaloa Cartel']",[]
'Ndrangheta,Los Mexicles,Italy,Mexico,False,3,3,"['Cártel de Jalisco Nueva Generación', 'Gulf Cartel', 'Sinaloa Cartel']",['Gulf Cartel']
'Ndrangheta,Sun Yee On,Italy,Hong Kong,False,3,3,"['American Mafia', 'Camorra', 'Sinaloa Cartel']",[]
